Description,PartNo,CurrentQty,UnitPrice,txtAmount
WIPER MOTOR,HC-2009,2,2475.00,4950
WIPER MOTOR,HC-2024,1,2340.00,2340
WIPER MOTOR,HC-2228,1,2350.00,2350
WIPER MOTOR,HC-2229,1,2600.00,2600
WIPER MOTOR,NKR,2,960.50,1921
WIPER NOZZLE,V-10,5,350.00,1750
WIRE ROPE ASSY,FUSO,1,750.00,750
WIRE SOCKET,2T,163,10.00,1630
WIRE SOCKET,3T,224,10.00,2240
WIRE SOCKET,4T,139,15.00,2085
WIRE SOCKET,6T,79,17.50,1382.5
WIRE TERMINAL,FEMALE,2,0.69,1.38
WIRE TERMINAL,FEMALE,1,0.87,0.87
WIRE TERMINAL,FEMALE,104,0.90,93.6
WIRE TERMINAL,FEMALE,236,2.50,590
WIRE TERMINAL,FEMALE,468,2.80,1310.4
WIRE TERMINAL,FEMALE,500,3.00,1500
WIRE TERMINAL,FEMALE,350,3.50,1225
WIRE TERMINAL,MALE,468,3.00,1404
Y SHACKLE,FWD,4,600.60,2402.4
